"ID","Player","Team","Position","Prim Pos","RkOv","Status","Opponent","Salary","FPts","FP/G","%D","ADP","Ros","+/-"
"*062pl*","Lisandro Martinez","MUN","D","D","235","FA","@HUL Sat 11:30AM","4,000","86.89","4.83","25","261.4","16%","+2%"
"*06yb7*","Gabriel Gudmundsson","LEE","D","D","121","FA","@NOT Sat 2:00PM","3,900","153.27","4.79","1","290.9","4%","0%"
"*043qy*","Lewis Cook","BOU","M","M","278","FA","@MCI Sun 1:00PM","3,900","61.38","3.41","5","286.6","3%","0%"
"*03yqz*","Joe Rodon","LEE","D","D","97","FA","@NOT Sat 2:00PM","3,800","169.8","4.85","14","280.8","8%","-1%"
"*06mnc*","Daichi Kamada","CRY","M","M","180","FA","@EVE Sat 2:00PM","3,800","119.36","4.26","7","285.6","6%","-2%"
"*061ya*","Brennan Johnson","EVE","F","F","216","FA","CRY Sat 2:00PM","3,800","98.24","2.89","23","265.3","14%","+4%"
"*06p4j*","Noussair Mazraoui","MUN","D","D","222","FA","@HUL Sat 11:30AM","3,800","94.5","4.72","6","287.1","4%","-2%"
"*070hb*","Jaydee Canvot","CRY","D","D","226","FA","@EVE Sat 2:00PM","3,800","92.95","4.65","32","257.9","16%","-1%"
"*03gu5*","Andrew Robertson","TOT","D","D","232","FA","@BRF Sat 4:30PM","3,800","87.75","3.66","75","188.1","50%","-3%"
"*03rec*","Tyrone Mings","AVL","D","D","253","FA","@BHA Sun 1:00PM","3,800","76.92","4.52","1","291","2%","-1%"
"*06clt*","Justin Kluivert","BOU","M,F","M","270","FA","@MCI Sun 1:00PM","3,800","66","3.3","95","113","80%","+11%"
"*051kl*","Emiliano Buendia","AVL","M","M","110","FA","@BHA Sun 1:00PM","3,700","159.14","4.42","98","118.8","84%","+2%"
"*0666p*","Kobbie Mainoo","MUN","M","M","170","FA","@HUL Sat 11:30AM","3,700","125.78","4.49","77","180.4","57%","-12%"
"*067ys*","Jack Hinshelwood","BHA","M","M","195","FA","AVL Sun 1:00PM","3,700","112.87","4.18","81","177.6","53%","-6%"
"*04sat*","Emile Smith Rowe","FUL","M","M","187","FA","CHE Mon 7:00PM","3,600","118","3.19","19","272.5","11%","0%"
"*052h5*","Gabriel Martinelli","ARS","M,F","M","233","FA","COV Fri 7:00PM","3,600","87.15","2.91","70","194.8","45%","-4%"
"*05ogb*","Anthony Elanga","NEW","F","F","245","FA","LIV Sun 3:30PM","3,600","82.3","2.57","79","185.8","45%","-5%"
"*0700u*","Bafode Diakite","BOU","D","D","258","FA","@MCI Sun 1:00PM","3,600","74.15","4.12","4","290","4%","-2%"
"*070g8*","Nicolo Savona","NOT","D","D","274","FA","LEE Sat 2:00PM","3,600","63.82","4.56","0","-","1%","0%"
"*05o4c*","Timothy Castagne","FUL","D","D","178","FA","CHE Mon 7:00PM","3,500","119.83","3.99","4","288.9","3%","-1%"
"*02m5b*","Chris Wood","NOT","F","F","295","FA","LEE Sat 2:00PM","3,500","51.4","3.43","91","139.6","61%","-3%"
"*06r9w*","Abdukodir Khusanov","MCI","D","D","204","FA","BOU Sun 1:00PM","3,400","107.15","5.1","49","227.1","30%","+1%"
"*070hj*","Kevin","FUL","F","F","211","FA","CHE Mon 7:00PM","3,400","102.22","3.93","86","165.4","55%","+1%"
"*04f6o*","Will Hughes","CRY","M","M","217","FA","@EVE Sat 2:00PM","3,400","96.6","3.12","1","290.5","1%","0%"
"*06zwj*","Evann Guessand","CRY","F","F","251","FA","@EVE Sat 2:00PM","3,400","79.22","3.77","4","288.4","3%","-1%"
"*06rm8*","Mathys Tel","TOT","F","F","168","FA","@BRF Sat 4:30PM","3,300","127.54","4.11","100","98.3","93%","-2%"
"*057cr*","Kevin Danso","TOT","D","D","201","FA","@BRF Sat 4:30PM","3,300","110.23","4.59","0","-","2%","-1%"
"*06fwi*","Carlos Baleba","BHA","M","M","212","FA","AVL Sun 1:00PM","3,300","101.47","3.27","5","286.9","5%","-2%"
"*03yeg*","Tosin Adarabioyo","CHE","D","D","288","FA","@FUL Mon 7:00PM","3,100","56.02","3.5","0","-","2%","-1%"
"*05o6h*","Kai Havertz","ARS","F","F","296","FA","COV Fri 7:00PM","3,100","51.32","4.28","100","73.9","99%","+1%"
"*03r8x*","Callum Wilson","BRF","F","F","210","FA","TOT Sat 4:30PM","3,000","102.39","3.2","0","-","2%","0%"
"*06zna*","Dan Ndoye","NOT","F","F","246","FA","LEE Sat 2:00PM","3,000","81.54","3.4","43","239.5","23%","-5%"
"*06ew2*","Axel Disasi","CHE","D","D","269","FA","@FUL Mon 7:00PM","3,000","67.26","4.8","0","-","1%","-1%"
"*0410j*","Tammy Abraham","AVL","F","F","319","FA","@BHA Sun 1:00PM","3,000","31.49","2.62","4","286.5","3%","-2%"
"*06y9o*","Igor Jesus","NOT","F","F","106","FA","LEE Sat 2:00PM","2,900","162.38","4.39","98","108.1","87%","+4%"
"*04tsb*","Viktor Gyokeres","ARS","F","F","114","FA","COV Fri 7:00PM","2,900","157.71","4.38","100","37.1","100%","0%"
"*06v51*","Jaka Bijol","LEE","D","D","142","FA","@NOT Sat 2:00PM","2,900","139.11","5.56","56","212.8","43%","-18%"
"*06yb9*","Reinildo","SUN","D","D","167","FA","@IPS Sat 2:00PM","2,900","128.08","5.12","4","287.5","4%","-1%"
"*05t6z*","Tim Iroegbunam","EVE","M","M","192","FA","CRY Sat 2:00PM","2,900","113.92","3.93","1","292.1","2%","-1%"
"*063y7*","Destiny Udogie","TOT","D","D","255","FA","@BRF Sat 4:30PM","2,900","75.34","3.77","20","270.9","9%","0%"
"*05tr1*","Ethan Pinnock","BRF","D","D","338","FA","TOT Sat 4:30PM","2,900","19.11","4.78","0","-","2%","0%"
"*06v06*","Tijjani Reijnders","MCI","M","M","177","FA","BOU Sun 1:00PM","2,800","120.13","4.29","69","201.7","37%","+1%"
"*06mx0*","Leny Yoro","MUN","D","D","200","FA","@HUL Sat 11:30AM","2,800","110.35","3.45","9","281.2","8%","0%"
"*06fy7*","Nicolas Dominguez","NOT","M","M","234","FA","LEE Sat 2:00PM","2,800","87.06","3.22","2","290.5","3%","-2%"
"*052cd*","Mason Mount","MUN","M","M","244","FA","@HUL Sat 11:30AM","2,800","82.96","3.61","9","283","7%","-2%"
"*06xzg*","Giorgi Mamardashvili","LIV","G","G","300","FA","@NEW Sun 3:30PM","2,800","45.79","4.58","5","287.9","4%","-2%"
"*06y59*","Noah Sadiki","SUN","M","M","139","FA","@IPS Sat 2:00PM","2,700","141.19","4.28","7","282","6%","-2%"
"*06v05*","Jeremie Frimpong","LIV","D","D","208","FA","@NEW Sun 3:30PM","2,700","103.17","4.91","100","98.9","98%","+1%"
"*051k3*","Jacob Ramsey","NEW","M","M","215","FA","LIV Sun 3:30PM","2,700","98.95","3.53","35","255.4","17%","+1%"
"*03m5i*","Freddie Woodman","LIV","G","G","347","FA","@NEW Sun 3:30PM","2,700","13.74","4.58","0","-","1%","0%"
"*06xza*","Eli Kroupi","BOU","F","F","138","FA","@MCI Sun 1:00PM","2,600","142.27","4.31","81","140.1","79%","-15%"
"*06ybp*","Thierno Barry","EVE","F","F","152","FA","CRY Sat 2:00PM","2,600","134.93","3.55","35","257.1","13%","-1%"
"*06y9m*","Maxim De Cuyper","BHA","D","D","160","FA","AVL Sun 1:00PM","2,600","130.95","4.37","81","174.6","60%","-14%"
"*02lk5*","Jordan Henderson","CHE","M","M","182","FA","@FUL Mon 7:00PM","2,600","119.08","3.72","1","290.8","1%","0%"
"*06jh3*","Joshua King","FUL","M","M","213","FA","CHE Mon 7:00PM","2,600","100.6","3.14","5","287.6","4%","-1%"
"*04lnu*","Lukas Nmecha","LEE","F","F","214","FA","@NOT Sat 2:00PM","2,600","98.97","3.19","15","276.8","6%","-1%"
"*04rh9*","David Brooks","BOU","M","M","221","FA","@MCI Sun 1:00PM","2,600","94.56","3.05","0","-","2%","0%"
"*06y29*","Habib Diarra","SUN","M","M","224","FA","@IPS Sat 2:00PM","2,600","94.16","4.71","6","282.1","3%","0%"
"*06v0t*","Wilson Isidor","SUN","F","F","227","FA","@IPS Sat 2:00PM","2,600","92.42","2.89","1","290.7","3%","-2%"
"*05tqz*","Rico Henry","BRF","D","D","229","FA","TOT Sat 4:30PM","2,600","90.16","3.61","2","290.8","2%","0%"
"*06ybq*","Chemsdine Talbi","SUN","F","F","230","FA","@IPS Sat 2:00PM","2,600","90.11","3.22","5","287.5","4%","-2%"
"*06y27*","Loum Tchaouna","COV","M,F","M","236","FA","@ARS Fri 7:00PM","2,600","86.28","2.98","11","278","5%","+2%"
"*06v01*","Ilia Gruev","LEE","M","M","238","FA","@NOT Sat 2:00PM","2,600","85.14","3.7","0","-","1%","0%"
"*06pig*","Morato","NOT","D","D","239","FA","LEE Sat 2:00PM","2,600","84.79","4.04","0","-","1%","-1%"
"*05t6x*","William Osula","NEW","F","F","240","FA","LIV Sun 3:30PM","2,600","84.65","3.53","96","120.1","88%","0%"
"*05ye7*","Oscar Bobb","FUL","M","M","241","FA","CHE Mon 7:00PM","2,600","84.36","3.67","93","142.5","63%","-5%"
"*06yxe*","Estevao","CHE","F","F","242","FA","@FUL Mon 7:00PM","2,600","84.08","3.82","100","85.2","93%","-1%"
"*02lpf*","Ross Barkley","AVL","M","M","247","FA","@BHA Sun 1:00PM","2,600","81.33","3.87","11","281.3","5%","-2%"
"*05y7c*","Archie Gray","TOT","M","M","248","FA","@BRF Sat 4:30PM","2,600","80.44","3.35","1","291.2","4%","-2%"
"*06zbm*","Cristhian Mosquera","ARS","D","D","249","FA","COV Fri 7:00PM","2,600","79.93","4","58","211.7","42%","+3%"
"*02lp5*","Adam Smith","BOU","D","D","252","FA","@MCI Sun 1:00PM","2,600","79.05","3.59","1","292.2","1%","-1%"
"*06fhy*","Wilson Odobert","TOT","F","F","254","FA","@BRF Sat 4:30PM","2,600","76.27","3.18","0","-","2%","0%"
"*06rf9*","Omar Marmoush","MCI","F","F","256","FA","BOU Sun 1:00PM","2,600","75.16","3.58","93","142.2","71%","-7%"
"*04ge6*","Joe Willock","NEW","M","M","261","FA","LIV Sun 3:30PM","2,600","73.08","3.05","0","-","1%","-1%"
"*06pib*","Manuel Ugarte","MUN","M","M","262","FA","@HUL Sat 11:30AM","2,600","72.52","3.3","0","-","1%","-1%"
"*06mn7*","Lucas Bergvall","TOT","M","M","263","FA","@BRF Sat 4:30PM","2,600","71.44","3.11","5","287.6","5%","-3%"
"*06mvz*","Savio","MCI","M,F","M","265","FA","BOU Sun 1:00PM","2,600","68.83","2.87","93","119.7","81%","-8%"
"*05oig*","Liam Delap","CHE","F","F","266","FA","@FUL Mon 7:00PM","2,600","68.73","2.45","9","281.6","9%","-2%"
"*06y26*","Olivier Boscagli","BHA","D","D","267","FA","AVL Sun 1:00PM","2,600","68.52","5.71","5","287.3","4%","+1%"
"*0328q*","Tom Cairney","FUL","M","M","271","FA","CHE Mon 7:00PM","2,600","65.24","2.72","0","-","1%","-1%"
"*06kqy*","Ayden Heaven","MUN","D","D","272","FA","@HUL Sat 11:30AM","2,600","64.19","3.78","5","288.9","3%","-1%"
"*061vn*","Rodrigo Muniz","FUL","F","F","273","FA","CHE Mon 7:00PM","2,600","64.15","3.05","79","163.3","67%","-22%"
"*05r4h*","Lamare Bogarde","AVL","M","M","276","FA","@BHA Sun 1:00PM","2,600","62.39","2.23","0","-","1%","-1%"
"*06nyw*","Jorge Cuenca","FUL","D","D","277","FA","CHE Mon 7:00PM","2,600","61.67","4.11","0","-","1%","-1%"
"*061y6*","Ryan Yates","NOT","M","M","279","FA","LEE Sat 2:00PM","2,600","61.23","2.78","0","-","1%","-1%"
"*06xzd*","Charalampos Kostoulas","BHA","F","F","282","FA","AVL Sun 1:00PM","2,600","59.28","2.82","30","256.1","12%","0%"
"*0687c*","Carlos Alcaraz","EVE","M","M","283","FA","CRY Sat 2:00PM","2,600","57.97","2.9","5","286.3","4%","-2%"
"*066sd*","Myles Lewis-Skelly","ARS","D,M","M","284","FA","COV Fri 7:00PM","2,600","57.65","2.88","17","272.3","12%","0%"
"*04rzl*","Taiwo Awoniyi","NOT","F","F","285","FA","LEE Sat 2:00PM","2,600","57.61","3.39","1","290.8","2%","-1%"
"*06mve*","Joshua Zirkzee","MUN","F","F","286","FA","@HUL Sat 11:30AM","2,600","56.81","2.37","1","290.6","2%","-1%"
"*070hi*","Merlin Rohl","EVE","M","M","289","FA","CRY Sat 2:00PM","2,600","55.71","3.48","16","274.5","7%","0%"
"*06phw*","Federico Chiesa","LIV","F","F","290","FA","@NEW Sun 3:30PM","2,600","55.54","2.14","1","292.2","3%","-1%"
"*04ym7*","Lucas Perri","LEE","G","G","291","FA","@NOT Sat 2:00PM","2,600","55.3","3.46","10","279.5","7%","-6%"
"*03r93*","Joseph Gomez","LIV","D","D","292","FA","@NEW Sun 3:30PM","2,600","54.65","2.6","0","-","3%","-3%"
"*06v0l*","Chris Rigg","SUN","M","M","297","FA","@IPS Sat 2:00PM","2,600","50.71","2.82","1","292.3","3%","-1%"
"*06kwp*","Josh Acheampong","CHE","D","D","298","FA","@FUL Mon 7:00PM","2,600","49.22","2.9","1","289.3","2%","-1%"
"*04fk8*","Victor Lindelof","AVL","D","D","299","FA","@BHA Sun 1:00PM","2,600","45.97","2.7","0","-","0%","0%"
"*070hn*","Dilane Bakwa","NOT","F","F","301","FA","LEE Sat 2:00PM","2,600","45.41","3.24","1","291.1","1%","-1%"
"*05uns*","Leon Bailey","AVL","M,F","M","303","FA","@BHA Sun 1:00PM","2,600","44.28","3.41","6","286.9","4%","-2%"
"*04qos*","Issa Diop","IPS","D","D","304","FA","SUN Sat 2:00PM","2,600","44.11","3.39","5","287.1","3%","0%"
"*06y9n*","Jamie Gittens","CHE","F","F","305","FA","@FUL Mon 7:00PM","2,600","44.07","2.75","9","284.5","6%","-2%"
"*03sbh*","Enes Unal","BOU","F","F","306","FA","@MCI Sun 1:00PM","2,600","40.3","1.75","0","-","1%","0%"
"*045c8*","Gabriel Jesus","ARS","F","F","307","FA","COV Fri 7:00PM","2,600","40.07","2.86","2","289.4","2%","-1%"
"*0626q*","Simon Adingra","SUN","F","F","309","FA","@IPS Sat 2:00PM","2,600","38.64","2.76","2","290.2","2%","0%"
"*04ge9*","Eddie Nketiah","CRY","F","F","310","FA","@EVE Sat 2:00PM","2,600","38.07","3.17","4","288.9","4%","-2%"
"*05uor*","Yoane Wissa","NEW","F","F","311","FA","LIV Sun 3:30PM","2,600","37.93","2","98","122.8","78%","-1%"
"*06mnn*","Chadi Riad","CRY","D","D","313","FA","@EVE Sat 2:00PM","2,600","37.18","4.13","1","290.4","2%","-1%"
"*06195*","Tyler Dibling","EVE","M","M","315","FA","CRY Sat 2:00PM","2,600","34.74","2.48","0","-","3%","-2%"
"*062x7*","Rico Lewis","MCI","D","D","316","FA","BOU Sun 1:00PM","2,600","34.22","3.11","1","289.8","3%","-1%"
"*05uhs*","James Mcatee","NOT","M","M","317","FA","LEE Sat 2:00PM","2,600","31.94","2.28","1","290.6","3%","-2%"
"*05udw*","Romaine Mundle","SUN","M,F","M","318","FA","@IPS Sat 2:00PM","2,600","31.69","2.26","0","-","1%","0%"
"*05yct*","Nathan Patterson","EVE","D","D","323","FA","CRY Sat 2:00PM","2,600","28.34","4.05","0","-","1%","-1%"
"*06ymt*","Marco Bizot","AVL","G","G","326","FA","@BHA Sun 1:00PM","2,600","25.95","3.71","4","289.3","2%","0%"
"*04ge8*","Reiss Nelson","ARS","F","F","327","FA","COV Fri 7:00PM","2,600","25.12","2.51","0","-","1%","-1%"
"*070h9*","Veljko Milosavljevic","BOU","D","D","328","FA","@MCI Sun 1:00PM","2,600","24.68","3.53","0","-","2%","-1%"
"*06v02*","Joel Piroe","LEE","F","F","331","FA","@NOT Sat 2:00PM","2,600","21.58","1.35","0","-","1%","0%"
"*05ue7*","Frank Onyeka","COV","M","M","337","FA","@ARS Fri 7:00PM","2,600","19.91","3.32","4","288.8","2%","-1%"
"*04u41*","Mateo Kovacic","MCI","M","M","339","FA","BOU Sun 1:00PM","2,600","19.05","3.17","1","289.9","2%","0%"
"*06804*","Benoit Badiashile","CHE","D","D","340","FA","@FUL Mon 7:00PM","2,600","18.78","2.35","1","290.8","1%","0%"
"*04qfq*","Matt O'Riley","BHA","M","M","342","FA","AVL Sun 1:00PM","2,600","16.48","2.75","6","284.4","4%","-3%"
"*05oz3*","James Trafford","LEE","G","G","343","FA","@NOT Sat 2:00PM","2,600","16.2","4.05","70","203.6","56%","+14%"
"*062p5*","Levi Colwill","CHE","D","D","344","FA","@FUL Mon 7:00PM","2,600","14.31","4.77","89","159","67%","-6%"
"*065ao*","Ethan Nwaneri","ARS","M","M","348","FA","COV Fri 7:00PM","2,600","13.46","2.24","0","-","3%","-1%"
"*02oo1*","Ben Davies","TOT","D","D","350","FA","@BRF Sat 4:30PM","2,600","12.87","4.29","0","-","1%","0%"
"*070gt*","John Victor","NOT","G","G","352","FA","LEE Sat 2:00PM","2,600","12.04","2.41","1","290.8","1%","0%"
"*05tr8*","Christian Norgaard","EVE","M","M","353","FA","CRY Sat 2:00PM","2,600","11.84","1.69","27","259.5","13%","+5%"
"*04xjr*","Harvey Elliott","LIV","M","M","356","FA","@NEW Sun 3:30PM","2,600","9.77","1.95","0","-","3%","-1%"
"*067x6*","Max Alleyne","MCI","D","D","360","FA","BOU Sun 1:00PM","2,600","7.96","3.98","0","-","1%","-1%"
"*06442*","Zach Abbott","NOT","D","D","361","FA","LEE Sat 2:00PM","2,600","7.79","2.6","0","-","1%","0%"
"*06eka*","Igor Julio","BHA","D","D","362","FA","AVL Sun 1:00PM","2,600","7.38","1.84","0","-","1%","-1%"
"*0414o*","James Maddison","TOT","M","M","371","FA","@BRF Sat 4:30PM","2,600","4.62","1.54","100","77","97%","-1%"
"*06jfe*","Hakon Valdimarsson","BRF","G","G","385","FA","TOT Sat 4:30PM","2,600","0.5","0.5","0","-","1%","0%"
"*062ot*","Cheick Doucoure","CRY","M","M","462","FA","@EVE Sat 2:00PM","2,600","0","0","0","-","1%","-1%"
"*06cmt*","Tom King","EVE","G","G","536","FA","CRY Sat 2:00PM","2,600","0","0","1","290.8","1%","0%"
"*05ylx*","Dejan Kulusevski","TOT","M","M","541","FA","@BRF Sat 4:30PM","2,600","0","0","70","190.6","57%","-12%"
"*068a1*","Mykhailo Mudryk","CHE","M","M","586","FA","@FUL Mon 7:00PM","2,600","0","0","14","277.2","7%","+3%"
"*05afj*","Largie Ramazani","LEE","F","F","621","FA","@NOT Sat 2:00PM","2,600","0","0","0","-","0%","0%"
"*063c2*","Gabriel Slonina","CHE","G","G","652","FA","@FUL Mon 7:00PM","2,600","0","0","1","290.1","1%","0%"
"*04rha*","Jason Steele","BHA","G","G","654","FA","AVL Sun 1:00PM","2,600","0","0","0","-","1%","0%"
"*04vy4*","Mark Travers","EVE","G","G","674","FA","CRY Sat 2:00PM","2,600","0","0","0","-","1%","0%"
"*05n3v*","Konstantinos Tsimikas","LIV","D","D","676","FA","@NEW Sun 3:30PM","2,600","0","0","0","-","1%","-1%"
"*06uzy*","Ao Tanaka","LEE","M","M","223","FA","@NOT Sat 2:00PM","2,500","94.43","3.37","2","291.1","3%","-1%"
"*068a0*","Andrey Santos","MUN","M","M","243","FA","@HUL Sat 11:30AM","2,500","83.26","3.08","42","237.8","24%","+2%"
"*06r2g*","Rio Ngumoha","LIV","F","F","264","FA","@NEW Sun 3:30PM","2,500","69.42","3.65","99","113.4","88%","-2%"
"*06zqq*","Jorrel Hato","CHE","D","D","280","FA","@FUL Mon 7:00PM","2,500","60.34","2.74","43","236.7","28%","-10%"
"*064a0*","Wilfried Gnonto","LEE","F","F","281","FA","@NOT Sat 2:00PM","2,500","59.68","2.59","0","-","2%","0%"
"*062og*","Aaron Hickey","BRF","D","D","287","FA","TOT Sat 4:30PM","2,500","56.19","2.68","0","-","1%","0%"
"*06kx1*","Justin Devenny","CRY","M","M","293","FA","@EVE Sat 2:00PM","2,500","53.35","2.54","0","-","1%","-1%"
"*03yr0*","Daniel James","LEE","M","M","308","FA","@NOT Sat 2:00PM","2,500","38.97","2.05","1","289.7","2%","-1%"
"*06y28*","Sebastiaan Bornauw","LEE","D","D","312","FA","@NOT Sat 2:00PM","2,500","37.83","3.15","0","-","1%","0%"
"*06onv*","Harrison Armstrong","EVE","M","M","314","FA","CRY Sat 2:00PM","2,500","36.96","2.84","0","-","2%","-1%"
"*06r6s*","Antonin Kinsky","TOT","G","G","320","FA","@BRF Sat 4:30PM","2,500","29.9","4.27","35","247.9","26%","+2%"
"*06l4i*","Tyrique George","EVE","F","F","321","FA","CRY Sat 2:00PM","2,500","28.63","1.91","7","283.1","4%","-1%"
"*06v0m*","Luke O'Nien","SUN","D,M","D","322","FA","@IPS Sat 2:00PM","2,500","28.5","2.37","1","290.6","1%","-1%"
"*05unu*","Romeo Lavia","CHE","M","M","324","FA","@FUL Mon 7:00PM","2,500","27","2.25","4","289","2%","0%"
"*06zbp*","Max Dowman","ARS","M","M","325","FA","COV Fri 7:00PM","2,500","26.97","4.49","20","273.1","12%","-1%"
"*06ygm*","Jair Cunha","NOT","D","D","329","FA","LEE Sat 2:00PM","2,500","24.59","2.73","1","291.2","2%","-1%"
"*06xzc*","Stefanos Tzimas","BHA","F","F","330","FA","AVL Sun 1:00PM","2,500","23.44","2.6","2","290.6","4%","-1%"
"*072zr*","Luca Netz","NOT","D","D","332","FA","LEE Sat 2:00PM","2,500","21.42","3.06","1","291","1%","0%"
"*06fso*","Wataru Endo","LIV","M","M","333","FA","@NEW Sun 3:30PM","2,500","21.28","2.66","0","-","1%","-1%"
"*06mnm*","Marc Guiu","CHE","F","F","334","FA","@FUL Mon 7:00PM","2,500","20.93","2.09","1","290.2","1%","-1%"
"*072zs*","Nilson Angulo","SUN","M,F","M","335","FA","@IPS Sat 2:00PM","2,500","20.56","2.57","94","118","83%","-7%"
"*066nn*","Ben Doak","BOU","M,F","M","341","FA","@MCI Sun 1:00PM","2,500","17.81","2.23","5","284.9","4%","-1%"
"*072pc*","Alex Toth","BOU","M","M","345","FA","@MCI Sun 1:00PM","2,500","14","1.56","0","-","1%","0%"
"*037mt*","Harrison Reed","FUL","M","M","346","FA","CHE Mon 7:00PM","2,500","13.81","1.97","0","-","1%","0%"
"*05ojf*","Fabio Carvalho","BRF","M","M","349","FA","TOT Sat 4:30PM","2,500","12.89","2.15","0","-","1%","0%"
"*0703h*","Arnaud Kalimuendo","NOT","F","F","351","FA","LEE Sat 2:00PM","2,500","12.46","1.38","0","-","1%","-1%"
"*06yey*","Borna Sosa","CRY","D","D","354","FA","@EVE Sat 2:00PM","2,500","11.09","1.58","0","-","1%","0%"
"*070hr*","Jonah Kusi-Asare","FUL","F","F","357","FA","CHE Mon 7:00PM","2,500","9.02","1.29","1","290.1","1%","-1%"
"*06mul*","Jack Fletcher","MUN","M","M","358","FA","@HUL Sat 11:30AM","2,500","8.39","2.8","0","-","1%","0%"
"*06v0f*","Jenson Seelt","SUN","D","D","359","FA","@IPS Sat 2:00PM","2,500","8.17","4.08","0","-","1%","0%"
"*06v0c*","Shea Lacey","MUN","F","F","363","FA","@HUL Sat 11:30AM","2,500","7.31","2.44","1","290.6","3%","-1%"
"*06hze*","Treymaurice Nyoni","LIV","M","M","364","FA","@NEW Sun 3:30PM","2,500","7.08","1.18","0","-","2%","0%"
"*072py*","Souza","TOT","D","D","365","FA","@BRF Sat 4:30PM","2,500","7.07","1.77","0","-","1%","0%"
"*06r9h*","Romain Esse","CRY","M","M","366","FA","@EVE Sat 2:00PM","2,500","6.58","1.64","4","289.1","2%","-1%"
"*072j3*","Alysson Edward","AVL","F","F","367","FA","@BHA Sun 1:00PM","2,500","5.66","1.89","1","292.1","1%","0%"
"*06r7f*","Julio Soler","BOU","D","D","368","FA","@MCI Sun 1:00PM","2,500","5.43","1.81","0","-","0%","0%"
"*06uzu*","Mamadou Sarr","CHE","D","D","369","FA","@FUL Mon 7:00PM","2,500","5.08","1.69","0","-","1%","0%"
"*06uzv*","Dario Essugo","CHE","M","M","370","FA","@FUL Mon 7:00PM","2,500","4.8","1.6","0","-","1%","-1%"
"*04u40*","Kepa","ARS","G","G","372","FA","COV Fri 7:00PM","2,500","4.3","4.3","2","289.9","2%","-1%"
"*06zxx*","Divine Mukasa","MCI","M","M","373","FA","BOU Sun 1:00PM","2,500","3.32","1.66","0","-","1%","0%"
"*072h9*","Joel Drakes-Thomas","CRY","F","F","374","FA","@EVE Sat 2:00PM","2,500","2.93","1.46","0","-","1%","0%"
"*06v0a*","Tyler Fletcher","MUN","M","M","375","FA","@HUL Sat 11:30AM","2,500","2.76","1.38","0","-","1%","0%"
"*06zvn*","George Hemmings","AVL","M","M","376","FA","@BHA Sun 1:00PM","2,500","2.73","1.36","0","-","0%","0%"
"*03ysd*","Sam Byram","LEE","D","D","377","FA","@NOT Sat 2:00PM","2,500","2.67","1.33","0","-","1%","-1%"
"*048xg*","Josh Dasilva","BRF","M","M","378","FA","TOT Sat 4:30PM","2,500","2.53","1.27","0","-","0%","0%"
"*072o9*","Jocelin Ta Bi","SUN","M,F","M","379","FA","@IPS Sat 2:00PM","2,500","2.35","2.35","0","-","1%","0%"
"*05nip*","Dane Scarlett","TOT","F","F","380","FA","@BRF Sat 4:30PM","2,500","2.13","1.06","0","-","1%","0%"
"*06r7l*","Bradley Burrowes","AVL","M","M","381","FA","@BHA Sun 1:00PM","2,500","1.91","1.91","0","-","0%","0%"
"*06y4g*","Antoni Milambo","BRF","M","M","382","FA","TOT Sat 4:30PM","2,500","1.6","1.6","0","-","1%","-1%"
"*06rnn*","Sean Neave","NEW","F","F","383","FA","LIV Sun 3:30PM","2,500","1.11","1.11","0","-","1%","-1%"
"*06qwh*","Ben Winterburn","BOU","M","M","384","FA","@MCI Sun 1:00PM","2,500","0.85","0.85","0","-","0%","0%"
"*05ymb*","Tayo Adaramola","CRY","D","D","388","FA","@EVE Sat 2:00PM","2,500","0","0","0","-","0%","0%"
"*06r5r*","Matai Akinmboni","BOU","D","D","392","FA","@MCI Sun 1:00PM","2,500","0","0","0","-","1%","0%"
"*05ogg*","Ajibola Alese","SUN","D","D","396","FA","@IPS Sat 2:00PM","2,500","0","0","0","-","1%","0%"
"*06l2r*","Harry Amass","MUN","D","D","397","FA","@HUL Sat 11:30AM","2,500","0","0","0","-","1%","0%"
"*06r5m*","Aaron Anselmino","CHE","D","D","400","FA","@FUL Mon 7:00PM","2,500","0","0","0","-","1%","0%"
"*06p4l*","Julian Araujo","BOU","D","D","401","FA","@MCI Sun 1:00PM","2,500","0","0","0","-","0%","0%"
"*04gyd*","Brandon Austin","TOT","G","G","405","FA","@BRF Sat 4:30PM","2,500","0","0","0","-","0%","0%"
"*06zef*","Adam Aznou","EVE","D","D","407","FA","CRY Sat 2:00PM","2,500","0","0","0","-","1%","-1%"
"*06xzn*","Abdoullah Ba","SUN","M","M","408","FA","@IPS Sat 2:00PM","2,500","0","0","0","-","0%","0%"
"*062p0*","Stefan Bajcetic","LIV","M","M","410","FA","@NEW Sun 3:30PM","2,500","0","0","0","-","1%","-1%"
"*05u40*","Ellery Balcombe","BRF","G","G","411","FA","TOT Sat 4:30PM","2,500","0","0","0","-","0%","0%"
"*06zod*","Dean Benamar","CRY","D","D","415","FA","@EVE Sat 2:00PM","2,500","0","0","0","-","0%","0%"
"*072zo*","Luka Bentt","BRF","M","M","417","FA","TOT Sat 4:30PM","2,500","0","0","0","-","0%","0%"
"*02ls8*","Marcus Bettinelli","MCI","G","G","418","FA","BOU Sun 1:00PM","2,500","0","0","0","-","1%","0%"
"*06pry*","Kaden Braithwaite","MCI","D","D","423","FA","BOU Sun 1:00PM","2,500","0","0","0","-","1%","0%"
